 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
38920,54,1,1,0,0,0,0,0,0,0,0,0,0,0,37037.03704,54,0,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,18518.51852,18518.51852,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,351,253,0,32,0,0,0,0,0,0,0,0,BENIGN
22,82,1,1,0,0,0,0,0,0,0,0,0,0,0,24390.2439,82,0,82,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,12195.12195,12195.12195,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0,0,0,0,0,0,0,0,SSH-Patator
80,41639,3,5,26,11601,20,0,8.666666667,10.26320288,8760,0,2320.2,3668.897,279233.411,192.1275727,5948.428571,9780.582018,21578,5,19013,9506.5,13437.15016,19008,5,41488,10372,11600.03463,21578,191,0,0,0,0,72,112,72.04783977,120.0797329,0,8760,1291.888889,2866.607422,8217438.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
8080,58659,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,5813.259687,119.3337766,9776.5,22985.76472,56692,22,58659,19553,33302.66697,58006,22,57292,28646,39663.03357,56692,600,0,0,0,0,92,72,68.19072947,51.1430471,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
8080,124786,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,2732.678345,56.09603641,20797.66667,49885.59796,122624,51,124786,41595.33333,71379.85646,124017,92,123236,61618,86275.51259,122624,612,0,0,0,0,92,72,32.05487795,24.04115846,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
53,60928,2,2,58,126,29,29,29,0,63,63,63,0,3019.957983,65.6512605,20309.33333,35093.65876,60832,48,48,48,0,48,48,48,48,0,48,48,0,0,0,0,64,64,32.82563025,32.82563025,29,63,42.6,18.62256696,346.8,0,0,0,0,0,0,0,0,1,53.25,29,63,64,0,0,0,0,0,0,2,58,2,126,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
80,404562,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,28754.55431,22.24628116,50570.25,142602.4811,403493,3,941,470.5,327.3904397,702,239,404497,80899.4,180335.743,403493,3,0,0,0,0,72,132,7.415427054,14.83085411,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
2007,50,1,1,2,6,2,2,2,0,6,6,6,0,160000,40000,50,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,20000,20000,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
1213,49,2,0,4,0,2,2,2,0,0,0,0,0,81632.65306,40816.32653,49,0,49,49,49,49,0,49,49,0,0,0,0,0,0,0,0,0,48,0,40816.32653,0,2,2,2,0,0,0,0,0,1,0,0,0,0,0,3,2,0,48,0,0,0,0,0,0,2,4,0,0,1024,-1,1,24,0,0,0,0,0,0,0,0,BENIGN
40682,78117,2,1,0,0,0,0,0,0,0,0,0,0,0,38.40393256,39058.5,55205.94773,78095,22,78117,78117,0,78117,78117,0,0,0,0,0,0,0,0,0,64,32,25.60262171,12.80131085,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,1,0,58,229,0,32,0,0,0,0,0,0,0,0,BENIGN
22,45,1,1,0,0,0,0,0,0,0,0,0,0,0,44444.44444,45,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,22222.22222,22222.22222,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0,0,0,0,0,0,0,0,SSH-Patator
53,208,2,2,82,254,41,41,41,0,127,127,127,0,1615384.615,19230.76923,69.33333333,78.21338334,156,4,4,4,0,4,4,48,48,0,48,48,0,0,0,0,64,64,9615.384615,9615.384615,41,127,75.4,47.10413995,2218.8,0,0,0,0,0,0,0,0,1,94.25,41,127,64,0,0,0,0,0,0,2,82,2,254,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
80,1113105,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,10450.94578,6.288714901,185517.5,454015.1971,1112272,12,731,365.5,439.1133111,676,55,1113092,371030.6667,641933.9484,1112272,12,0,0,0,0,72,92,2.695163529,3.593551372,0,11595,1454.125,4097.537534,16800000,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
55101,492409,3,1,0,0,0,0,0,0,0,0,0,0,0,8.123328371,164136.3333,188074.3899,369381,49,492409,246204.5,174197.8769,369381,123028,0,0,0,0,0,0,0,0,0,104,40,6.092496279,2.030832093,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,BENIGN
80,1866153,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,6233.679661,4.82275569,233269.125,659331.3854,1865031,47,695,347.5,396.6869042,628,67,1866079,373215.8,833950.1006,1865031,47,0,0,0,0,72,132,1.60758523,3.21517046,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,314,2,0,0,0,0,0,0,0,0,0,0,0,0,6369.426752,314,0,314,314,314,314,0,314,314,0,0,0,0,0,0,0,0,0,64,0,6369.426752,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,30016,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,369,2,2,128,384,64,64,64,0,192,192,192,0,1387533.875,10840.1084,123,130.7707918,274,47,47,47,0,47,47,48,48,0,48,48,0,0,0,0,64,64,5420.054201,5420.054201,64,192,115.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,144,64,192,64,0,0,0,0,0,0,2,128,2,384,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
21,8886698,9,15,115,188,27,0,12.77777778,10.65103021,34,0,12.53333333,14.54975045,34.09590379,2.700665647,386378.1739,977271.2359,3144156,3,5701250,712656.25,1252638.739,2772069,50,8886648,634760.5714,1202702.357,3144156,3,0,0,0,0,296,488,1.012749617,1.687916029,0,34,12.12,12.94964607,167.6933333,0,0,0,1,0,0,0,0,1,12.625,12.77777778,12.53333333,296,0,0,0,0,0,0,9,115,15,188,29200,227,6,32,0,0,0,0,0,0,0,0,FTP-Patator
22,109,1,1,0,0,0,0,0,0,0,0,0,0,0,18348.62385,109,0,109,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,9174.311927,9174.311927,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0,0,0,0,0,0,0,0,SSH-Patator
53,120771,1,1,43,126,43,43,43,0,126,126,126,0,1399.342557,16.56026695,120771,0,120771,120771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,8.280133476,8.280133476,43,126,70.66666667,47.92007234,2296.333333,0,0,0,0,0,0,0,0,1,106,43,126,20,0,0,0,0,0,0,1,43,1,126,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
80,115916992,16,14,421,122,337,0,26.3125,82.8635173,116,0,8.714285714,30.92031588,4.684386565,0.258805888,3997137.655,4862252.149,10000000,85,116000000,7727799.467,4116118.604,10000000,85,110000000,8490638.769,3760049.579,10000000,470,0,0,0,0,332,424,0.138029807,0.120776081,0,337,17.51612903,62.73057254,3935.124731,0,0,0,1,0,0,0,0,0,18.1,26.3125,8.714285714,332,0,0,0,0,0,0,16,421,14,122,8192,343,15,20,57439.81818,69986.53158,268457,36203,9976937.182,58709.56296,10000000,9800576,BENIGN
8080,1012655,3,3,0,18,0,0,0,0,6,6,6,0,17.77505666,5.925018886,202531,276558.4096,514227,430,1012225,506112.5,12287.39454,514801,497424,1011821,505910.5,12369.41892,514657,497164,0,0,0,0,92,60,2.962509443,2.962509443,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3,0,6,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0,0,0,0,0,0,0,0,Bot
53,458,1,1,64,130,64,64,64,0,130,130,130,0,423580.786,4366.812227,458,0,458,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,2183.406114,2183.406114,64,130,86,38.10511777,1452,0,0,0,0,0,0,0,0,1,129,64,130,32,0,0,0,0,0,0,1,64,1,130,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
1192,49,1,1,2,6,2,2,2,0,6,6,6,0,163265.3061,40816.32653,49,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,20408.16327,20408.16327,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
50501,1313396,6,2,11607,26,5840,0,1934.5,2992.388862,20,6,13,9.899494937,8857.191586,6.091079918,187628,495984.4885,1312415,13,1313396,262679.2,586820.2418,1312415,13,86,86,0,86,86,0,0,0,0,144,40,4.568309939,1.52276998,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,0,1454.125,1934.5,13,144,0,0,0,0,0,0,6,11607,2,26,8192,256,4,20,0,0,0,0,0,0,0,0,BENIGN
8080,62662,4,3,206,134,194,0,51.5,95.04209594,128,0,44.66666667,72.23111056,5425.935974,111.7104465,10443.66667,24472.20669,60392,52,62662,20887.33333,35525.5646,61907,52,61044,30522,42242.55911,60392,652,0,0,0,0,92,72,63.83454087,47.87590565,0,194,42.5,75.2880184,5668.285714,0,0,0,1,0,0,0,0,0,48.57142857,51.5,44.66666667,92,0,0,0,0,0,0,4,206,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
53,263,2,2,46,46,23,23,23,0,23,23,23,0,349809.8859,15209.12548,87.66666667,144.9149176,255,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,64,64,7604.562738,7604.562738,23,23,23,0,0,0,0,0,0,0,0,0,0,1,28.75,23,23,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
8080,73464,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,4641.729282,95.28476533,12244,29124.03714,71691,70,73464,24488,41877.34327,72843,71,72271,36135.5,50283.07032,71691,580,0,0,0,0,92,72,54.44843733,40.836328,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
8080,98306,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,3468.760808,71.2062336,16384.33333,39068.29249,96129,48,98306,32768.66667,56141.23035,97594,48,96739,48369.5,67542.13263,96129,610,0,0,0,0,92,72,40.68927634,30.51695726,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
53,859,2,2,86,198,43,43,43,0,99,99,99,0,330616.9965,4656.577416,286.3333333,490.7477288,853,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,2328.288708,2328.288708,43,99,65.4,30.67246322,940.8,0,0,0,0,0,0,0,0,1,81.75,43,99,40,0,0,0,0,0,0,2,86,2,198,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
2702,44,1,1,2,6,2,2,2,0,6,6,6,0,181818.1818,45454.54545,44,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,22727.27273,22727.27273,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
80,5625422,3,1,0,0,0,0,0,0,0,0,0,0,0,0.711057766,1875140.667,3247078.554,5624544,96,5625422,2812711,3976532.364,5624544,878,0,0,0,0,0,0,0,0,0,104,40,0.533293324,0.177764441,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack � Brute Force
3546,74,1,1,0,6,0,0,0,0,6,6,6,0,81081.08108,27027.02703,74,0,74,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,13513.51351,13513.51351,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,PortScan
53,31117,2,2,64,248,32,32,32,0,124,124,124,0,10026.67352,128.5470964,10372.33333,17920.38851,31065,4,4,4,0,4,4,48,48,0,48,48,0,0,0,0,64,64,64.27354822,64.27354822,32,124,68.8,50.39047529,2539.2,0,0,0,0,0,0,0,0,1,86,32,124,64,0,0,0,0,0,0,2,64,2,248,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
8100,48,1,1,0,6,0,0,0,0,6,6,6,0,125000,41666.66667,48,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,20833.33333,20833.33333,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,PortScan
53,1552,2,2,74,238,37,37,37,0,119,119,119,0,201030.9278,2577.319588,517.3333333,853.9357899,1503,1,1,1,0,1,1,48,48,0,48,48,0,0,0,0,64,80,1288.659794,1288.659794,37,119,69.8,44.91324972,2017.2,0,0,0,0,0,0,0,0,1,87.25,37,119,64,0,0,0,0,0,0,2,74,2,238,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,165,2,2,70,134,35,35,35,0,67,67,67,0,1236363.636,24242.42424,55,55.83009941,114,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,40,40,12121.21212,12121.21212,35,67,47.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,59.75,35,67,40,0,0,0,0,0,0,2,70,2,134,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,100361,2,2,76,170,38,38,38,0,85,85,85,0,2451.151344,39.85611941,33453.66667,57900.15328,100311,3,47,47,0,47,47,3,3,0,3,3,0,0,0,0,80,64,19.9280597,19.9280597,38,85,56.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,71,38,85,80,0,0,0,0,0,0,2,76,2,170,-1,-1,1,40,0,0,0,0,0,0,0,0,BENIGN
8080,1060803,3,3,0,18,0,0,0,0,6,6,6,0,16.9682778,5.656092602,212160.6,289690.5276,530815,431,1060244,530122,1589.576044,531246,528998,1059988,529994,1951.614716,531374,528614,0,0,0,0,92,60,2.828046301,2.828046301,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3,0,6,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0,0,0,0,0,0,0,0,Bot
53,48004,1,1,55,94,55,55,55,0,94,94,94,0,3103.908008,41.66319473,48004,0,48004,48004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20.83159737,20.83159737,55,94,68,22.5166605,507,0,0,0,0,0,0,0,0,1,102,55,94,20,0,0,0,0,0,0,1,55,1,94,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
21,10086386,9,15,113,188,31,0,12.55555556,10.8294865,34,0,12.53333333,14.54975045,29.84220513,2.379444927,438538.5217,1142710.984,3560759,3,6485046,810630.75,1499492.21,3300009,4,10100000,720447.5714,1411058.815,3560759,3,0,0,0,0,296,488,0.892291848,1.487153079,0,34,12.04,12.99512729,168.8733333,0,0,0,1,0,0,0,0,1,12.54166667,12.55555556,12.53333333,296,0,0,0,0,0,0,9,113,15,188,29200,227,6,32,0,0,0,0,0,0,0,0,FTP-Patator
53,933,1,1,62,90,62,62,62,0,90,90,90,0,162915.3269,2143.622722,933,0,933,933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,1071.811361,1071.811361,62,90,71.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,107,62,90,20,0,0,0,0,0,0,1,62,1,90,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
444,69483113,20,20,3734,120,705,6,186.7,226.9546906,6,6,6,0,55.46671462,0.575679446,1781618.282,8982985.218,55000000,33,69500000,3656979.632,12800000,55000000,545,69500000,3656980.316,12800000,55000000,574,1,0,0,0,400,400,0.287839723,0.287839723,6,705,94.87804878,180.8824473,32718.45976,0,1,0,0,1,0,0,0,1,97.25,186.7,6,400,0,0,0,0,0,0,20,3734,20,120,255,1452,19,20,567480,12679.8388,576446,558514,33900000,29900000,55000000,12800000,Infiltration
22,12446427,22,33,2008,2745,640,0,91.27272727,138.1821372,976,0,83.18181818,217.2857356,381.8766623,4.418938865,230489.3889,634298.2623,2315368,3,10100000,482301.8095,871125.7872,2361951,400,12400000,388948.5938,790249.5933,2315368,3,0,0,0,0,712,1064,1.767575546,2.651363319,0,976,84.875,186.8396554,34909.05682,0,0,0,1,0,0,0,0,1,86.41818182,91.27272727,83.18181818,712,0,0,0,0,0,0,22,2008,33,2745,29200,247,16,32,0,0,0,0,0,0,0,0,SSH-Patator
80,5180017,3,1,0,0,0,0,0,0,0,0,0,0,0,0.772198238,1726672.333,2989922.123,5179137,135,5180017,2590008.5,3661580.639,5179137,880,0,0,0,0,0,0,0,0,0,104,40,0.579148678,0.193049559,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack � XSS
64523,1,2,0,2071,0,2065,6,1035.5,1455.932862,0,0,0,0,2070000000,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,40,0,2000000,0,6,2065,1378.666667,1188.764204,1413160.333,0,1,0,0,1,0,0,0,0,2068,1035.5,0,40,0,0,0,0,0,0,2,2071,0,0,256,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
22,12943372,23,32,2024,2745,640,0,88,136.5124037,976,0,85.78125,220.240592,368.451127,4.24927909,239692.0741,664747.4754,2663454,3,11000000,501190.5909,943405.4521,2708831,431,12900000,417523.6452,839074.1135,2663454,3,0,0,0,0,744,1032,1.776971256,2.472307834,0,976,85.16071429,186.8941146,34929.41006,0,0,0,1,0,0,0,0,1,86.70909091,88,85.78125,744,0,0,0,0,0,0,23,2024,32,2745,29200,257,16,32,0,0,0,0,0,0,0,0,SSH-Patator
443,186692,9,9,1224,5165,613,0,136,213.9176243,1460,2,573.8888889,695.9266205,34222.14128,96.41548647,10981.88235,17152.11758,40832,2,186692,23336.5,21961.28363,47990,49,142003,17750.375,22578.16611,47615,2,0,0,0,0,192,184,48.20774323,48.20774323,0,1460,336.2631579,538.6614936,290156.2047,0,0,0,1,0,0,0,0,1,354.9444444,136,573.8888889,192,0,0,0,0,0,0,9,1224,9,5165,8192,40227,8,20,0,0,0,0,0,0,0,0,BENIGN
80,5259763,3,1,0,0,0,0,0,0,0,0,0,0,0,0.760490539,1753254.333,3036003.333,5258929,123,5259763,2629881.5,3718034.631,5258929,834,0,0,0,0,0,0,0,0,0,104,40,0.570367904,0.190122635,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack � Brute Force
53,183,2,2,64,248,32,32,32,0,124,124,124,0,1704918.033,21857.9235,61,65.47518614,132,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,40,40,10928.96175,10928.96175,32,124,68.8,50.39047529,2539.2,0,0,0,0,0,0,0,0,1,86,32,124,40,0,0,0,0,0,0,2,64,2,248,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
443,116504103,28,30,1569,21397,881,0,56.03571429,176.8388013,1418,0,713.2333333,686.1291566,197.1261046,0.497836544,2043931.632,3994249.299,10000000,-1,117000000,4314966.778,4948302.802,10000000,0,111000000,3826922.69,4948537.913,10000000,1,0,0,0,0,904,968,0.240334883,0.257501661,0,1418,389.2542373,600.3752733,360450.4687,0,0,0,1,0,0,0,0,1,395.9655172,56.03571429,713.2333333,904,0,0,0,0,0,0,28,1569,30,21397,29200,378,5,32,79167.08333,146627.7559,544772,36626,9629508.167,1304740.262,10000000,5486662,BENIGN
55495,87,1,1,6,6,6,6,6,0,6,6,6,0,137931.0345,22988.50575,87,0,87,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,11494.25287,11494.25287,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,288,253,0,20,0,0,0,0,0,0,0,0,BENIGN
25735,42,1,1,0,6,0,0,0,0,6,6,6,0,142857.1429,47619.04762,42,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,23809.52381,23809.52381,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,PortScan
80,1698217,4,5,26,11601,20,0,6.5,9.433981132,4380,6,2320.2,1655.522637,6846.592632,5.299676072,212277.125,597013.166,1689793,2,8105,2701.666667,4655.190687,8077,2,1690047,422511.75,844854.1701,1689793,13,0,0,0,0,104,100,2.355411588,2.944264484,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,1,0,0,0,1,1291.888889,6.5,2320.2,104,0,0,0,0,0,0,4,26,5,11601,29200,229,2,20,0,0,0,0,0,0,0,0,DDoS
21,9629576,9,15,108,188,24,0,12,9.695359715,34,0,12.53333333,14.54975045,30.73863273,2.492321573,418677.2174,1090212.612,3420393,3,6678829,834853.625,1545607.807,3465638,3,9629497,687821.2143,1346130.238,3420393,3,0,0,0,0,296,488,0.93462059,1.557700983,0,34,11.84,12.68752668,160.9733333,0,0,0,1,0,0,0,0,1,12.33333333,12,12.53333333,296,0,0,0,0,0,0,9,108,15,188,29200,227,6,32,0,0,0,0,0,0,0,0,FTP-Patator
53,48125,1,1,59,141,59,59,59,0,141,141,141,0,4155.844156,41.55844156,48125,0,48125,48125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,20.77922078,20.77922078,59,141,86.33333333,47.34272207,2241.333333,0,0,0,0,0,0,0,0,1,129.5,59,141,32,0,0,0,0,0,0,1,59,1,141,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
80,38291,2,0,12,0,6,6,6,0,0,0,0,0,313.3895694,52.23159489,38291,0,38291,38291,38291,38291,0,38291,38291,0,0,0,0,0,0,0,0,0,40,0,52.23159489,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,253,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
51242,1744,3,0,18,0,6,6,6,0,0,0,0,0,10321.10092,1720.183486,872,1227.537372,1740,4,1744,872,1227.537372,1740,4,0,0,0,0,0,0,0,0,0,60,0,1720.183486,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,8,6,0,60,0,0,0,0,0,0,3,18,0,0,8760,-1,2,20,0,0,0,0,0,0,0,0,BENIGN
80,8046794,5,0,30,0,6,6,6,0,0,0,0,0,3.728192868,0.621365478,2011698.5,4022719.695,8045778,1,8046794,2011698.5,4022719.695,8045778,1,0,0,0,0,0,0,0,0,0,100,0,0.621365478,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1016,0,1016,1016,8045778,0,8045778,8045778,DDoS
80,5646562,3,1,0,0,0,0,0,0,0,0,0,0,0,0.708395657,1882187.333,3259290.666,5645692,95,5646562,2823281,3991491.915,5645692,870,0,0,0,0,0,0,0,0,0,104,40,0.531296743,0.177098914,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack � XSS
21,9566142,9,15,105,188,22,0,11.66666667,9.273618495,34,0,12.53333333,14.54975045,30.62885749,2.508848395,415919.2174,1080508.81,3692617,2,6619468,827433.5,1526010.427,3735044,2,9566113,683293.7857,1333806.632,3692617,3,0,0,0,0,296,488,0.940818148,1.568030247,0,34,11.72,12.58146785,158.2933333,0,0,0,1,0,0,0,0,1,12.20833333,11.66666667,12.53333333,296,0,0,0,0,0,0,9,105,15,188,29200,227,6,32,0,0,0,0,0,0,0,0,FTP-Patator
53236,273,2,0,12,0,6,6,6,0,0,0,0,0,43956.04396,7326.007326,273,0,273,273,273,273,0,273,273,0,0,0,0,0,0,0,0,0,40,0,7326.007326,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,4380,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
